age,work class,education,eduction num years,marital status,job title,native country,label
22, Private, Some-college,10, Never-married, Sales, United-States, <=50K
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
44, Private, Some-college,10, Separated, Prof-specialty, United-States, <=50K
35, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
19, Private, 11th,7, Never-married, Adm-clerical, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Mexico, >50K
32, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, United-States, <=50K
52, Self-emp-not-inc, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, United-States, <=50K
57, State-gov, Bachelors,13, Divorced, Machine-op-inspct, United-States, <=50K
22, State-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
80, ?, HS-grad,9, Married-civ-spouse, ?, Canada, <=50K
20, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
40, Private, 11th,7, Separated, Machine-op-inspct, United-States, <=50K
36, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, United-States, <=50K
27, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
52, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, United-States, <=50K
43, Private, HS-grad,9, Separated, Transport-moving, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, <=50K
27, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
24, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
49, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
26, Self-emp-not-inc, Some-college,10, Separated, Craft-repair, United-States, <=50K
47, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
20, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
34, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
20, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
23, Private, 11th,7, Separated, Prof-specialty, United-States, <=50K
25, Private, Bachelors,13, Never-married, Sales, United-States, <=50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
25, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
63, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, United-States, <=50K
25, Private, Bachelors,13, Never-married, Tech-support, United-States, <=50K
28, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
39, Private, Masters,14, Never-married, Prof-specialty, United-States, >50K
28, Private, Some-college,10, Never-married, Tech-support, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
41, Local-gov, Assoc-voc,11, Divorced, Prof-specialty, United-States, <=50K
52, Local-gov, Assoc-acdm,12, Divorced, Other-service, United-States, <=50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
27, Private, 9th,5, Never-married, Other-service, Mexico, <=50K
32, Federal-gov, Some-college,10, Married-civ-spouse, Tech-support, United-States, <=50K
52, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
21, Private, Some-college,10, Never-married, Adm-clerical, Nicaragua, <=50K
60, Private, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
47, Private, 11th,7, Married-civ-spouse, Other-service, United-States, <=50K
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, >50K
32, Local-gov, Masters,14, Never-married, Prof-specialty, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
21, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
29, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
36, Local-gov, HS-grad,9, Never-married, Other-service, United-States, <=50K
38, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
59, Private, 10th,6, Widowed, Machine-op-inspct, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
19, Private, 11th,7, Never-married, Machine-op-inspct, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
28, Private, Some-college,10, Never-married, Sales, United-States, <=50K
61, Private, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
23, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
31, Private, 9th,5, Married-civ-spouse, Craft-repair, United-States, <=50K
38, Self-emp-not-inc, 11th,7, Divorced, Exec-managerial, United-States, <=50K
21, Private, 9th,5, Never-married, Handlers-cleaners, Mexico, <=50K
22, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
35, Private, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
53, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
36, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, >50K
33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
23, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
51, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
31, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
28, Local-gov, HS-grad,9, Separated, Adm-clerical, United-States, <=50K
26, Self-emp-not-inc, Bachelors,13, Divorced, Sales, United-States, <=50K
32, Private, Bachelors,13, Divorced, Protective-serv, United-States, >50K
43, Private, Bachelors,13, Never-married, Prof-specialty, United-States, >50K
19, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
46, Private, 11th,7, Divorced, Handlers-cleaners, United-States, <=50K
49, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, >50K
31, Private, 10th,6, Never-married, Other-service, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
41, Private, 5th-6th,3, Married-civ-spouse, Farming-fishing, Mexico, <=50K
22, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
25, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
46, Private, Prof-school,15, Separated, Prof-specialty, United-States, >50K
44, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
25, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
30, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
34, Private, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, >50K
34, ?, HS-grad,9, Never-married, ?, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
21, Private, Assoc-voc,11, Never-married, Exec-managerial, United-States, <=50K
27, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
29, Private, Some-college,10, Never-married, Craft-repair, United-States, <=50K
60, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
36, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, United-States, <=50K
27, Private, Masters,14, Never-married, Sales, United-States, <=50K
57, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, United-States, <=50K
24, Private, 1st-4th,2, Married-civ-spouse, Other-service, Vietnam, <=50K
63, Private, Some-college,10, Divorced, Craft-repair, United-States, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Protective-serv, United-States, >50K
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
27, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
31, Private, Assoc-voc,11, Divorced, Tech-support, United-States, <=50K
31, Private, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, <=50K
55, Private, Some-college,10, Divorced, Adm-clerical, United-States, <=50K
64, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
20, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, >50K
35, Private, 11th,7, Divorced, Transport-moving, United-States, <=50K
41, Local-gov, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
38, Private, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
21, Private, Some-college,10, Never-married, Machine-op-inspct, ?, <=50K
64, State-gov, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, >50K
42, Private, 7th-8th,4, Never-married, Handlers-cleaners, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Germany, >50K
42, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Transport-moving, United-States, <=50K
35, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, United-States, >50K
36, Federal-gov, Some-college,10, Divorced, Exec-managerial, United-States, >50K
23, Private, 12th,8, Never-married, Machine-op-inspct, Mexico, <=50K
20, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
56, Federal-gov, Bachelors,13, Never-married, Transport-moving, United-States, <=50K
40, Private, Assoc-acdm,12, Divorced, Other-service, United-States, <=50K
19, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
33, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
45, Federal-gov, Assoc-acdm,12, Never-married, Adm-clerical, Columbia, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, United-States, >50K
29, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
46, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
48, Private, Assoc-acdm,12, Married-civ-spouse, Transport-moving, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
29, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
59, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, United-States, >50K
70, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Cuba, <=50K
30, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
24, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
76, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, United-States, <=50K
25, Private, HS-grad,9, Separated, Craft-repair, Mexico, <=50K
39, Private, Assoc-acdm,12, Never-married, Other-service, United-States, <=50K
36, Local-gov, Bachelors,13, Divorced, Prof-specialty, United-States, <=50K
23, Private, 12th,8, Never-married, Machine-op-inspct, United-States, <=50K
60, Private, 7th-8th,4, Divorced, Machine-op-inspct, United-States, <=50K
20, ?, Some-college,10, Never-married, ?, United-States, <=50K
54, Private, 1st-4th,2, Married-civ-spouse, Craft-repair, Haiti, >50K
20, Private, Some-college,10, Never-married, Sales, United-States, <=50K
22, Federal-gov, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
24, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
23, Private, 5th-6th,3, Never-married, Handlers-cleaners, Mexico, <=50K
54, State-gov, Doctorate,16, Married-civ-spouse, Exec-managerial, United-States, >50K
17, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
43, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
33, Private, 12th,8, Divorced, Craft-repair, United-States, <=50K
30, Private, Prof-school,15, Never-married, Prof-specialty, ?, <=50K
38, Federal-gov, Some-college,10, Divorced, Adm-clerical, United-States, >50K
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
39, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
32, Private, Some-college,10, Separated, Tech-support, United-States, <=50K
61, Local-gov, 7th-8th,4, Married-civ-spouse, Adm-clerical, United-States, <=50K
24, ?, Assoc-voc,11, Married-civ-spouse, ?, United-States, <=50K
22, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, >50K
18, Private, 10th,6, Never-married, Priv-house-serv, United-States, <=50K
20, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
53, Federal-gov, HS-grad,9, Divorced, Tech-support, United-States, <=50K
32, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
68, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, United-States, <=50K
28, Private, Some-college,10, Separated, Other-service, United-States, <=50K
28, Private, Some-college,10, Married-civ-spouse, Transport-moving, El-Salvador, <=50K
54, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Haiti, >50K
21, ?, Some-college,10, Never-married, ?, United-States, <=50K
52, Private, Bachelors,13, Separated, Exec-managerial, ?, <=50K
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
30, Private, Masters,14, Married-civ-spouse, Prof-specialty, India, >50K
33, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
49, Private, Bachelors,13, Never-married, Tech-support, India, <=50K
58, Private, 7th-8th,4, Widowed, Other-service, United-States, <=50K
45, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, United-States, >50K
67, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, United-States, <=50K
42, Local-gov, Bachelors,13, Divorced, Prof-specialty, ?, <=50K
69, Self-emp-inc, HS-grad,9, Married-civ-spouse, Other-service, United-States, >50K
61, Private, HS-grad,9, Divorced, Exec-managerial, United-States, <=50K
34, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
28, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
19, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
32, Federal-gov, Some-college,10, Never-married, Exec-managerial, United-States, <=50K
76, ?, Prof-school,15, Married-civ-spouse, ?, United-States, <=50K
53, Private, Assoc-acdm,12, Never-married, Exec-managerial, United-States, <=50K
46, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
43, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, Cuba, <=50K
48, ?, HS-grad,9, Married-civ-spouse, ?, United-States, >50K
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, United-States, >50K
59, Private, 7th-8th,4, Divorced, Transport-moving, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, United-States, >50K
63, Self-emp-inc, 10th,6, Married-civ-spouse, Farming-fishing, United-States, <=50K
44, ?, Some-college,10, Divorced, ?, Poland, <=50K
46, Private, Some-college,10, Divorced, Sales, United-States, <=50K
22, Private, 10th,6, Never-married, Machine-op-inspct, United-States, <=50K
36, Private, Assoc-acdm,12, Never-married, Prof-specialty, United-States, <=50K
57, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, >50K
58, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
25, ?, Bachelors,13, Never-married, ?, Taiwan, <=50K
59, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
29, Private, Masters,14, Married-civ-spouse, Exec-managerial, Germany, <=50K
49, Self-emp-inc, Bachelors,13, Divorced, Prof-specialty, United-States, <=50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Sales, United-States, >50K
43, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
43, Local-gov, Some-college,10, Never-married, Exec-managerial, United-States, <=50K
40, Private, Assoc-acdm,12, Divorced, Transport-moving, United-States, <=50K
43, Private, 12th,8, Married-civ-spouse, Transport-moving, United-States, <=50K
48, Private, HS-grad,9, Widowed, Adm-clerical, United-States, <=50K
26, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
30, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, United-States, <=50K
58, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
43, Private, HS-grad,9, Divorced, Farming-fishing, United-States, <=50K
53, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
74, State-gov, Some-college,10, Separated, Sales, United-States, <=50K
64, ?, Some-college,10, Widowed, ?, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
32, State-gov, 5th-6th,3, Never-married, Machine-op-inspct, United-States, <=50K
23, ?, 10th,6, Never-married, ?, United-States, <=50K
38, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
42, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
24, Local-gov, Some-college,10, Never-married, Protective-serv, United-States, <=50K
63, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
25, Local-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Italy, <=50K
31, Private, Some-college,10, Married-civ-spouse, Other-service, United-States, <=50K
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
44, Private, Bachelors,13, Divorced, Sales, United-States, >50K
42, Local-gov, Masters,14, Never-married, Prof-specialty, United-States, >50K
45, Private, Doctorate,16, Separated, Exec-managerial, United-States, >50K
52, Private, Bachelors,13, Divorced, Sales, United-States, <=50K
40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
26, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
55, Private, Bachelors,13, Separated, Craft-repair, ?, <=50K
17, Private, 10th,6, Never-married, Other-service, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Other-service, United-States, <=50K
71, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
17, Private, 10th,6, Never-married, Other-service, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
22, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
41, Local-gov, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, United-States, >50K
50, Private, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
26, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
21, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
53, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
32, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
19, Private, Some-college,10, Never-married, Sales, United-States, <=50K
22, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
58, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
47, Federal-gov, Bachelors,13, Married-spouse-absent, Exec-managerial, United-States, >50K
51, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
42, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
28, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Vietnam, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
22, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
47, Self-emp-not-inc, Some-college,10, Divorced, Other-service, United-States, <=50K
60, Private, Some-college,10, Widowed, Sales, United-States, <=50K
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
58, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
62, Private, Some-college,10, Widowed, Adm-clerical, United-States, <=50K
47, Private, Masters,14, Married-civ-spouse, Prof-specialty, ?, >50K
59, Private, HS-grad,9, Widowed, Machine-op-inspct, United-States, <=50K
41, Private, HS-grad,9, Separated, Other-service, Mexico, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
18, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
64, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
51, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
47, Self-emp-not-inc, Bachelors,13, Never-married, Sales, United-States, <=50K
68, Private, Bachelors,13, Widowed, Sales, United-States, >50K
32, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
39, Private, 9th,5, Married-civ-spouse, Handlers-cleaners, Mexico, <=50K
37, Private, Assoc-acdm,12, Divorced, Exec-managerial, United-States, <=50K
29, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
44, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, <=50K
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
40, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, United-States, >50K
19, ?, HS-grad,9, Never-married, ?, United-States, <=50K
65, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
52, Local-gov, Bachelors,13, Married-civ-spouse, Adm-clerical, United-States, >50K
40, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
61, Private, 9th,5, Divorced, Other-service, United-States, <=50K
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
61, Self-emp-not-inc, 11th,7, Married-civ-spouse, Other-service, United-States, <=50K
33, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, United-States, >50K
32, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
32, Private, Assoc-acdm,12, Never-married, Adm-clerical, United-States, <=50K
32, Self-emp-not-inc, Bachelors,13, Divorced, Prof-specialty, United-States, >50K
37, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
53, Private, 11th,7, Married-civ-spouse, Craft-repair, United-States, <=50K
51, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, United-States, >50K
29, Private, Assoc-voc,11, Never-married, Sales, United-States, <=50K
48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
69, Private, HS-grad,9, Never-married, Transport-moving, United-States, >50K
28, Private, Masters,14, Never-married, Tech-support, United-States, <=50K
55, Local-gov, Bachelors,13, Widowed, Prof-specialty, United-States, >50K
45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, United-States, >50K
18, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
60, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, United-States, <=50K
38, Private, HS-grad,9, Divorced, Machine-op-inspct, ?, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
18, Private, 11th,7, Never-married, Craft-repair, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Other-service, United-States, <=50K
33, Private, Some-college,10, Divorced, Tech-support, United-States, <=50K
29, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
37, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, >50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
28, Private, 10th,6, Widowed, Adm-clerical, United-States, <=50K
43, ?, Bachelors,13, Married-civ-spouse, ?, United-States, >50K
23, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
47, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, United-States, <=50K
21, Private, Some-college,10, Never-married, Tech-support, United-States, <=50K
19, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
47, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
36, Federal-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
62, Self-emp-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, United-States, >50K
65, Private, HS-grad,9, Married-civ-spouse, Tech-support, United-States, >50K
46, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
35, Private, 11th,7, Never-married, Craft-repair, United-States, <=50K
50, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, United-States, <=50K
17, Private, 11th,7, Never-married, Adm-clerical, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
57, ?, Some-college,10, Divorced, ?, United-States, <=50K
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
62, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, United-States, <=50K
35, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
27, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
23, Private, HS-grad,9, Never-married, Tech-support, United-States, <=50K
27, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
39, Private, Assoc-voc,11, Divorced, Adm-clerical, United-States, <=50K
25, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, United-States, <=50K
24, Private, Some-college,10, Never-married, Exec-managerial, United-States, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
34, Private, HS-grad,9, Separated, Craft-repair, Portugal, <=50K
32, Private, 10th,6, Separated, Craft-repair, United-States, <=50K
18, Private, 11th,7, Never-married, Other-service, United-States, <=50K
20, Private, Assoc-voc,11, Never-married, Sales, United-States, <=50K
38, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
18, Private, 12th,8, Never-married, Other-service, United-States, <=50K
41, Private, 9th,5, Married-civ-spouse, Craft-repair, United-States, <=50K
21, Private, Assoc-voc,11, Never-married, Other-service, United-States, <=50K
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, United-States, >50K
61, Private, Some-college,10, Divorced, Other-service, United-States, <=50K
30, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
27, Private, Bachelors,13, Married-civ-spouse, Tech-support, United-States, >50K
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
